slug,nom_reel,code_postal,code_insee,pop2012,surface,long_deg,lat_deg
leognan,Léognan,33850,33238,9000,41.43,-0.6,44.7333
madirac,Madirac,33670,33263,200,1.86,-0.416667,44.7667
ayguemorte-les-graves,Ayguemorte-les-Graves,33640,33023,1000,6.33,-0.483333,44.7
talence,Talence,33400,33522,40600,8.35,-0.6,44.8167
lucmau,Lucmau,33840,33255,200,66.73,-0.308333,44.3417
sadirac,Sadirac,33670,33363,3400,19.11,-0.416667,44.7833
pessac,Pessac,33600,33318,57600,38.82,-0.616667,44.8
lalande-de-pomerol,Lalande-de-Pomerol,33500,33222,700,8.25,-0.209167,44.9556
marions,Marions,33690,33271,200,16.32,-0.083333,44.3667
reignac-33,Reignac,33860,33351,1400,37.43,-0.5,45.2333
castelmoron-d-albret,Castelmoron-d'Albret,33540,33103,100,0.04,-0.016667,44.6667
saint-paul-33,Saint-Paul,33390,33458,900,10.87,-0.6,45.15
lanton,Lanton,33138,33229,6100,136.19,-1.03333,44.7
villeneuve-33,Villeneuve,33710,33551,400,4.63,-0.627778,45.0837
giscos,Giscos,33840,33188,200,32.06,-0.166667,44.2833
saint-seurin-de-bourg,Saint-Seurin-de-Bourg,33710,33475,300,2.47,-0.566667,45.05
louchats,Louchats,33125,33251,700,39.24,-0.583333,44.5167
asques-33,Asques,33240,33016,500,6.28,-0.416667,44.95
izon,Izon,33450,33207,5300,15.59,-0.366667,44.9167
castillon-la-bataille,Castillon-la-Bataille,33350,33108,3400,5.68,-0.033333,44.85
roaillan,Roaillan,33210,33357,1200,11.48,-0.283333,44.5
sainte-terre,Sainte-Terre,33350,33485,1800,13.93,-0.116667,44.8333
sainte-croix-du-mont,Sainte-Croix-du-Mont,33410,33392,900,8.98,-0.283333,44.5833
merignac-33,Mérignac,33700,33281,66100,48.17,-0.633333,44.8333
pujols-sur-ciron,Pujols-sur-Ciron,33210,33343,700,7.53,-0.35,44.5667
caplong,Caplong,33220,33094,200,9.27,0.15,44.7833
saint-vivien-de-monsegur,Saint-Vivien-de-Monségur,33580,33491,400,15.83,0.116667,44.6167
saint-pey-de-castets,Saint-Pey-de-Castets,33350,33460,600,11.07,-0.066667,44.8167
saint-vivien-de-medoc,Saint-Vivien-de-Médoc,33590,33490,1500,29.4,-1.03333,45.4333
naujan-et-postiac,Naujan-et-Postiac,33420,33301,500,11.1,-0.183333,44.7833
ligueux-33,Ligueux,33220,33246,200,5.05,0.269444,44.7859
cazaugitat,Cazaugitat,33790,33117,300,14.35,0.016667,44.7167
cazalis-33,Cazalis,33113,33115,200,46.81,-0.38,44.342
saint-germain-de-grave,Saint-Germain-de-Grave,33490,33411,100,6.16,-0.221389,44.6256
cabara,Cabara,33420,33078,400,3.42,-0.166667,44.8167
bassanne,Bassanne,33190,33031,100,2.54,-0.1,44.55
castets-en-dorthe,Castets-en-Dorthe,33210,33106,1200,8.69,-0.15,44.5667
sendets-33,Sendets,33690,33511,300,8.36,-0.0886111,44.4228
bourideys,Bourideys,33113,33068,100,48.44,-0.45,44.3833
gaillan-en-medoc,Gaillan-en-Médoc,33340,33177,2000,42.02,-0.95,45.3167
sillas,Sillas,33690,33513,100,7.63,-0.066667,44.3667
soussans,Soussans,33460,33517,1600,13.55,-0.683333,45.05
soulignac,Soulignac,33760,33515,500,11.49,-0.283333,44.6833
saint-aignan-33,Saint-Aignan,33126,33365,200,2.75,-0.3,44.95
puisseguin,Puisseguin,33570,33342,900,17.25,-0.066667,44.9333
camblanes-et-meynac,Camblanes-et-Meynac,33360,33085,2600,8.68,-0.5,44.7667
saint-yzans-de-medoc,Saint-Yzans-de-Médoc,33340,33493,400,11.54,-0.816667,45.3167
mourens,Mourens,33410,33299,400,10.63,-0.2,44.65
lugos,Lugos,33830,33260,800,62.14,-0.883333,44.4833
saint-genis-du-bois,Saint-Genis-du-Bois,33760,33409,100,2.34,-0.183333,44.7
taillan-medoc,Le Taillan-Médoc,33320,33519,8800,15.16,-0.666667,44.9
saint-julien-beychevelle,Saint-Julien-Beychevelle,33250,33423,700,16.3,-0.740556,45.1648
cursan,Cursan,33670,33145,500,6.07,-0.316667,44.8
cussac-fort-medoc,Cussac-Fort-Médoc,33460,33146,1800,18.01,-0.730833,45.1142
semens,Semens,33490,33510,200,3.67,-0.233333,44.6333
lapouyade,Lapouyade,33620,33230,400,25.8,-0.283333,45.0833
lignan-de-bordeaux,Lignan-de-Bordeaux,33360,33245,700,8.94,-0.433333,44.7833
gauriac,Gauriac,33710,33182,800,5.54,-0.616667,45.0667
monsegur-33,Monségur,33580,33289,1500,9.91,0.0808333,44.6503
cavignac,Cavignac,33620,33114,1600,6.63,-0.383333,45.1
cadarsac,Cadarsac,33750,33079,300,2.28,-0.283333,44.85
moulis-en-medoc,Moulis-en-Médoc,33480,33297,1700,20.56,-0.766667,45.0667
cambes-33,Cambes,33880,33084,1300,5.34,-0.45,44.7333
beychac-et-caillau,Beychac-et-Caillau,33750,33049,2000,15.62,-0.4,44.8833
saint-avit-de-soulege,Saint-Avit-de-Soulège,33220,33377,100,2.84,0.125,44.8083
creon,Créon,33670,33140,4000,8.02,-0.35,44.7833
lerm-et-musset,Lerm-et-Musset,33840,33239,500,36.87,-0.15,44.3333
morizes,Morizès,33190,33294,500,5.87,-0.083333,44.6
paillet,Paillet,33550,33311,1200,2.48,-0.366667,44.6833
couqueques,Couquèques,33340,33134,200,6.33,-0.85,45.35
saillans-33,Saillans,33141,33364,400,6.22,-0.266667,44.9667
floudes,Floudès,33190,33169,100,3.7,-0.066667,44.5667
sainte-florence-33,Sainte-Florence,33350,33401,100,3.21,-0.1,44.8
saint-martin-lacaussade,Saint-Martin-Lacaussade,33390,33441,1000,3.94,-0.65,45.15
belves-de-castillon,Belvès-de-Castillon,33350,33045,300,6.61,-0.016667,44.8667
berson,Berson,33390,33047,1700,17.98,-0.583333,45.1167
civrac-sur-dordogne,Civrac-sur-Dordogne,33350,33127,200,1.94,-0.0813889,44.8298
galgon,Galgon,33133,33179,2500,15.18,-0.2725,44.9912
tourne,Le Tourne,33550,33534,800,2.53,-0.4,44.7167
sainte-helene-33,Sainte-Hélène,33480,33417,2500,127.87,-0.883333,44.9667
cenon,Cenon,33150,33119,22500,5.52,-0.533333,44.85
riviere-33,La Rivière,33126,33356,300,3.22,-0.316667,44.9333
mouliets-et-villemartin,Mouliets-et-Villemartin,33350,33296,1100,15.91,-0.016667,44.8333
porge,Le Porge,33680,33333,2400,149.03,-1.091,44.8667
blesignac,Blésignac,33670,33059,300,2.5,-0.25,44.7667
saint-magne-de-castillon,Saint-Magne-de-Castillon,33350,33437,1800,13.87,-0.066667,44.8667
saint-cibard,Saint-Cibard,33570,33386,200,3.54,-0.016667,44.9333
saint-aubin-de-branne,Saint-Aubin-de-Branne,33420,33375,400,5.52,-0.166667,44.8
courpiac,Courpiac,33760,33135,100,2.21,-0.183333,44.75
puy-33,Le Puy,33580,33345,400,8.15,0.0730556,44.6612
saint-martin-de-sescas,Saint-Martin-de-Sescas,33490,33444,500,8.19,-0.166667,44.5667
salles-33,Salles,33770,33498,5900,137.98,-0.869444,44.552
lados,Lados,33124,33216,100,6.49,-0.15,44.4667
auros,Auros,33124,33021,900,15.32,-0.15,44.5
auriolles,Auriolles,33790,33020,100,7.03,0.05,44.7333
saumos,Saumos,33680,33503,500,57.65,-0.983333,44.9167
saint-ferme,Saint-Ferme,33580,33400,400,20.09,0.066667,44.6833
gardegan-et-tourtirac,Gardegan-et-Tourtirac,33350,33181,300,9.58,-0.016667,44.9
saint-vincent-de-paul-33,Saint-Vincent-de-Paul,33440,33487,1100,13.88,-0.483333,44.9667
rions,Rions,33410,33355,1500,10.65,-0.35,44.65
arbanats,Arbanats,33640,33007,1000,7.6,-0.4,44.6667
saint-sulpice-de-faleyrens,Saint-Sulpice-de-Faleyrens,33330,33480,1500,18.17,-0.183333,44.8667
saint-brice-33,Saint-Brice,33540,33379,300,5.76,-0.15,44.6833
cadillac-en-fronsadais,Cadillac-en-Fronsadais,33240,33082,1100,3.81,-0.366667,44.9667
bossugan,Bossugan,33350,33064,0,2.42,-0.05,44.7833
saint-sulpice-de-guilleragues,Saint-Sulpice-de-Guilleragues,33580,33481,200,6.89,0.05,44.6292
saint-seve,Saint-Sève,33190,33479,200,4.8,-0.033333,44.5833
pian-sur-garonne,Le Pian-sur-Garonne,33490,33323,700,6.35,-0.216667,44.5833
lege-cap-ferret,Lège-Cap-Ferret,33950,33236,7400,93.62,0.853612,44.7931
saint-ciers-de-canesse,Saint-Ciers-de-Canesse,33710,33388,800,6.8,-0.6,45.0833
guillac-33,Guillac,33420,33196,200,3.06,-0.2,44.8
saint-aubin-de-blaye,Saint-Aubin-de-Blaye,33820,33374,800,11.54,-0.566667,45.2667
saint-andre-de-cubzac,Saint-André-de-Cubzac,33240,33366,9000,23.15,-0.441667,44.9917
saint-pierre-d-aurillac,Saint-Pierre-d'Aurillac,33490,33463,1300,6.52,-0.183333,44.5667
saint-martin-du-puy-33,Saint-Martin-du-Puy,33540,33446,200,9.1,-0.033333,44.6667
balizac,Balizac,33730,33026,400,41.78,-0.433333,44.4833
etauliers,Étauliers,33820,33159,1700,12.98,-0.566667,45.2167
portets,Portets,33640,33334,2300,15.49,-0.416667,44.7
barsac-33,Barsac,33720,33030,2000,14.48,-0.316667,44.6167
temple-33,Le Temple,33680,33528,500,71.83,-0.983333,44.8833
podensac,Podensac,33720,33327,2600,8.34,-0.35,44.65
laruscade,Laruscade,33620,33233,2300,46.76,-0.333333,45.1167
brach,Brach,33480,33070,400,28.61,-0.933333,45.05
ludon-medoc,Ludon-Médoc,33290,33256,4000,18.69,-0.6,44.9833
saint-denis-de-pile,Saint-Denis-de-Pile,33910,33393,4900,28.27,-0.2,45.0
sainte-radegonde-33,Sainte-Radegonde,33350,33468,500,12.48,-0.025,44.8417
montagne-33,Montagne,33570,33290,1700,26.66,-0.133333,44.9333
peintures,Peintures,33230,33315,1500,13.13,-0.1,45.0667
brouqueyran,Brouqueyran,33124,33074,200,5.66,-0.183333,44.4833
saint-antoine-33,Saint-Antoine,33240,33371,400,0.2,-0.416667,45.0167
cadaujac,Cadaujac,33140,33080,4700,15.33,-0.533333,44.75
mauguio,Mauguio,34130,34154,15800,49.56,4.01667,43.6167
saint-jean-de-fos,Saint-Jean-de-Fos,34150,34267,1500,14.19,3.55,43.7
perols,Pérols,34470,34198,8500,6.01,3.95,43.5667
felines-minervois,Félines-Minervois,34210,34097,400,29.87,2.6,43.3333
montady,Montady,34310,34161,3900,9.95,3.11667,43.3333
olargues,Olargues,34390,34187,600,18.6,2.91667,43.55
lunas-34,Lunas,34650,34144,700,44.89,3.2,43.7
beaufort-34,Beaufort,34210,34026,200,6.09,2.76667,43.3
bessan,Bessan,34550,34031,4400,27.65,3.41667,43.3667
villetelle-34,Villetelle,34400,34340,1400,5.31,4.15,43.7333
saint-series,Saint-Sériès,34400,34288,900,4.56,4.1,43.7333
soubes,Soubès,34700,34304,900,12.35,3.35,43.7667
castelnau-le-lez,Castelnau-le-Lez,34170,34057,15000,11.18,3.9,43.6333
saint-felix-de-lodez,Saint-Félix-de-Lodez,34725,34254,1100,4.38,3.45,43.65
plans-34,Plans,34700,34205,300,18.12,3.28333,43.75
valmascle,Valmascle,34800,34323,0,6.99,3.3,43.6
fabregues,Fabrègues,34690,34095,6200,31.46,3.76667,43.55
baillargues,Baillargues,34670,34022,6100,7.68,4.01667,43.6667
ganges,Ganges,34190,34111,4000,7.16,3.7,43.9333
tressan,Tressan,34230,34313,500,3.92,3.5,43.5667
ceyras,Ceyras,34800,34076,1000,6.96,3.45834,43.6442
montoulieu-34,Montoulieu,34190,34171,100,16.1,3.8,43.9333
alignan-du-vent,Alignan-du-Vent,34290,34009,1500,17.3,3.35,43.4667
vieussan,Vieussan,34390,34334,300,28.26,2.98333,43.5333
ferrieres-les-verreries,Ferrières-les-Verreries,34190,34099,100,17.42,3.8,43.8833
florensac,Florensac,34510,34101,4700,35.71,3.45,43.3833
usclas-du-bosc,Usclas-du-Bosc,34700,34316,100,4.51,3.4,43.7167
villeveyrac,Villeveyrac,34560,34341,2900,37.12,3.6,43.5
campagne-34,Campagne,34160,34048,300,4.84,4.03333,43.7833
boisseron,Boisseron,34160,34033,1500,7.46,4.08333,43.75
balaruc-le-vieux,Balaruc-le-Vieux,34540,34024,2000,5.92,3.68333,43.45
saint-etienne-de-gourgas,Saint-Étienne-de-Gourgas,34700,34251,400,19.43,3.38333,43.7667
riols-34,Riols,34220,34229,700,56.02,2.78333,43.5
combaillaux,Combaillaux,34980,34082,1500,9.06,3.75,43.6667
marsillargues,Marsillargues,34590,34151,6000,42.71,4.18333,43.6667
viols-en-laval,Viols-en-Laval,34380,34342,200,16.03,3.72556,43.7525
peret,Péret,34800,34197,800,10.97,3.41667,43.5833
saint-vincent-de-barbeyrargues,Saint-Vincent-de-Barbeyrargues,34730,34290,700,2.24,3.87723,43.7062
ceilhes-et-rocozels,Ceilhes-et-Rocozels,34260,34071,300,27.82,3.1,43.8
valros,Valros,34290,34325,1300,6.61,3.36667,43.4167
avene,Avène,34260,34019,300,62.65,3.1,43.75
galargues,Galargues,34160,34110,600,11.43,4.01667,43.7667
beaulieu-34,Beaulieu,34160,34027,1600,7.73,4.01667,43.7333
vacquerie-et-saint-martin-de-castries,La Vacquerie-et-Saint-Martin-de-Castries,34520,34317,100,43.05,3.45,43.7833
montblanc,Montblanc,34290,34166,2500,26.94,3.36667,43.4
viols-le-fort,Viols-le-Fort,34380,34343,1100,16.73,3.7,43.75
saussines,Saussines,34160,34296,900,6.28,4.05723,43.7634
bedarieux,Bédarieux,34600,34028,6600,27.82,3.15,43.6167
montferrier-sur-lez,Montferrier-sur-Lez,34980,34169,3400,7.7,3.85,43.6667
brignac-34,Brignac,34800,34041,600,4.65,3.46667,43.6167
saint-paul-et-valmalle,Saint-Paul-et-Valmalle,34570,34282,900,12.72,3.66667,43.6333
murviel-les-beziers,Murviel-lès-Béziers,34490,34178,2700,32.36,3.14417,43.4406
liviniere,La Livinière,34210,34141,500,31.56,2.63333,43.3167
lavalette-34,Lavalette,34700,34133,100,8.54,3.26667,43.7
restinclieres,Restinclières,34160,34227,1500,6.53,4.03333,43.7167
autignac,Autignac,34480,34018,800,11.55,3.16667,43.5
puechabon,Puéchabon,34150,34221,400,31.26,3.61667,43.7167
fontes,Fontès,34320,34103,900,17.7,3.36667,43.5333
fos-34,Fos,34320,34104,100,6.58,3.25,43.5667
premian,Prémian,34390,34219,500,16.69,2.83333,43.5333
sauteyrargues,Sauteyrargues,34270,34297,300,12.76,3.91667,43.8333
camplong,Camplong,34260,34049,200,13.25,3.13333,43.6667
moureze,Mourèze,34800,34175,200,13.44,3.36667,43.6167
aigues-vives-34,Aigues-Vives,34210,34007,400,12.81,2.81667,43.3333
roujan,Roujan,34320,34237,1900,17.02,3.3,43.5167
lattes,Lattes,34970,34129,16300,27.83,3.9,43.5667
oupia,Oupia,34210,34190,300,9.04,2.76667,43.2833
brenas,Brenas,34650,34040,0,10.59,3.25,43.65
espondeilhan,Espondeilhan,34290,34094,900,5.08,3.26667,43.4333
vendemian,Vendémian,34230,34328,1000,16.89,3.56667,43.5833
mons-34,Mons,34390,34160,600,22.32,2.95556,43.5714
faugeres-34,Faugères,34600,34096,500,26.06,3.18333,43.5667
saint-chinian,Saint-Chinian,34360,34245,1800,23.29,2.95,43.4167
caussiniojouls,Caussiniojouls,34600,34062,100,10.5,3.15,43.55
bassan,Bassan,34290,34025,1500,6.79,3.25,43.4
saint-aunes,Saint-Aunès,34130,34240,3000,12.32,3.96667,43.6333
lignan-sur-orb,Lignan-sur-Orb,34490,34140,2900,3.41,3.18333,43.3833
saint-georges-d-orques,Saint-Georges-d'Orques,34680,34259,5200,9.31,3.78333,43.6167
minerve,Minerve,34210,34158,100,27.89,2.75,43.35
herepian,Hérépian,34600,34119,1500,8.77,3.11667,43.6
quarante,Quarante,34310,34226,1600,30.05,2.96667,43.35
tourbes,Tourbes,34120,34311,1500,15.96,3.38333,43.45
neffies,Neffiès,34320,34181,900,10.92,3.33333,43.5333
puilacher,Puilacher,34230,34222,300,2.68,3.5,43.5667
lunel-viel,Lunel-Viel,34400,34146,3600,11.97,4.08333,43.6833
laurens,Laurens,34480,34130,1300,16.39,3.2,43.5167
montouliers,Montouliers,34310,34170,200,7.7,2.9,43.3333
lezignan-la-cebe,Lézignan-la-Cèbe,34120,34136,1300,6.13,3.43333,43.5
cruzy,Cruzy,34310,34092,1000,25.85,2.95,43.35
cassagnoles-34,Cassagnoles,34210,34054,100,24.54,2.61667,43.3833
salvetat-sur-agout,La Salvetat-sur-Agout,34330,34293,1200,87.55,2.70334,43.6009
saint-michel-34,Saint-Michel,34520,34278,100,25.4,3.38333,43.85
agde,Agde,34300,34003,22500,50.81,3.46667,43.3167
vic-la-gardiole,Vic-la-Gardiole,34110,34333,2800,18.49,3.8,43.4833
cessenon-sur-orb,Cessenon-sur-Orb,34460,34074,2000,37.29,3.05139,43.45
ferrals-les-montagnes,Ferrals-les-Montagnes,34210,34098,200,25.78,2.63333,43.4
roqueredonde,Roqueredonde,34650,34233,200,22.71,3.21667,43.8
beziers,Béziers,34500,34032,71700,95.48,3.25,43.35
saint-felix-de-l-heras,Saint-Félix-de-l'Héras,34520,34253,0,12.92,3.3,43.8333
salasc,Salasc,34800,34292,300,9.0,3.31667,43.6167
puisserguier,Puisserguier,34620,34225,2800,28.27,3.03333,43.3667
causses-et-veyran,Causses-et-Veyran,34490,34061,600,17.65,3.08333,43.4667
puimisson,Puimisson,34480,34223,1000,6.38,3.2,43.4333
balaruc-les-bains,Balaruc-les-Bains,34540,34023,6400,8.66,3.66667,43.4333
saint-christol-34,Saint-Christol,34400,34246,1400,11.29,4.08333,43.7333
ferrieres-poussarou,Ferrières-Poussarou,34360,34100,100,26.01,2.88333,43.4833
triadou,Le Triadou,34270,34314,400,6.3,3.86667,43.7333
corneilhan,Corneilhan,34490,34084,1500,14.23,3.18333,43.4
merifons,Mérifons,34800,34156,0,6.74,3.28333,43.6333
thezan-les-beziers,Thézan-lès-Béziers,34490,34310,2500,13.65,3.16667,43.4167
lansargues,Lansargues,34130,34127,2600,18.39,4.06667,43.65
joncels,Joncels,34650,34121,300,46.24,3.18333,43.7333
canet-34,Canet,34800,34051,3200,7.33,3.5,43.6
pomerols,Pomérols,34810,34207,2100,11.01,3.5,43.4
cazouls-d-herault,Cazouls-d'Hérault,34120,34068,300,4.39,3.46667,43.4833
saint-pons-de-thomieres,Saint-Pons-de-Thomières,34220,34284,2100,40.99,2.76028,43.4887
saussan,Saussan,34570,34295,1500,3.6,3.8,43.5833
meze,Mèze,34140,34157,10500,34.59,3.6,43.4167
cabrieres-34,Cabrières,34800,34045,500,29.02,3.36667,43.5833
azillanet,Azillanet,34210,34020,400,14.4,2.75,43.3167
gabian,Gabian,34320,34109,800,15.96,3.26667,43.5
olmet-et-villecun,Olmet-et-Villecun,34700,34188,100,9.55,3.31667,43.7167
sete,Sète,34200,34301,42800,24.21,3.68333,43.4
capestang,Capestang,34310,34052,3000,39.56,3.03333,43.3333
saint-guilhem-le-desert,Saint-Guilhem-le-Désert,34150,34261,300,38.64,3.55,43.7333
soulie,Le Soulié,34330,34305,100,40.44,2.71667,43.55
agones,Agonès,34190,34005,200,4.16,3.75,43.9167
pegairolles-de-bueges,Pégairolles-de-Buèges,34380,34195,0,13.35,3.58333,43.8
pardailhan,Pardailhan,34360,34193,200,41.18,2.85,43.45
magalas,Magalas,34480,34147,2700,20.76,3.21667,43.4667
vacquieres,Vacquières,34270,34318,400,14.74,3.94445,43.8439
saint-thibery,Saint-Thibéry,34630,34289,2300,18.47,3.41667,43.4
servian,Servian,34290,34300,4100,40.61,3.3,43.4167
poilhes,Poilhes,34310,34206,500,5.95,3.08333,43.3167
saint-andre-de-bueges,Saint-André-de-Buèges,34190,34238,100,15.26,3.66306,43.8487
castanet-le-haut,Castanet-le-Haut,34610,34055,200,27.55,2.96667,43.6667
saint-hilaire-de-beauvoir,Saint-Hilaire-de-Beauvoir,34160,34263,400,4.69,4.01667,43.75
pezenes-les-mines,Pézènes-les-Mines,34600,34200,200,26.87,3.25,43.5833
pailhes-34,Pailhès,34490,34191,500,6.0,3.18333,43.4333
belarga,Bélarga,34230,34029,400,4.13,3.48333,43.55
saint-julien-34,Saint-Julien,34390,34271,200,19.25,2.91667,43.5667
poujols,Poujols,34700,34212,200,2.86,3.33333,43.7667
saint-jean-de-vedas,Saint-Jean-de-Védas,34430,34270,8800,12.89,3.83333,43.5833
liausson,Liausson,34800,34137,100,7.95,3.38333,43.6333
saint-nazaire-de-ladarez,Saint-Nazaire-de-Ladarez,34490,34279,400,28.27,3.08333,43.5
combes-34,Combes,34240,34083,300,10.97,3.06667,43.6
saint-bauzille-de-montmel,Saint-Bauzille-de-Montmel,34160,34242,900,21.52,3.95,43.7667
roquessels,Roquessels,34320,34234,100,8.98,3.21667,43.55
saint-guiraud,Saint-Guiraud,34725,34262,200,6.07,3.45,43.6833
adissan,Adissan,34230,34002,900,4.46,3.43333,43.5333
celles-34,Celles,34800,34072,0,7.56,3.35,43.6667
lieuran-les-beziers,Lieuran-lès-Béziers,34290,34139,1200,8.51,3.23333,43.4167
saint-pargoire,Saint-Pargoire,34230,34281,1800,23.77,3.51667,43.5333
pegairolles-de-l-escalette,Pégairolles-de-l'Escalette,34700,34196,100,32.13,3.32278,43.8028
murviel-les-montpellier,Murviel-lès-Montpellier,34570,34179,1700,10.11,3.73333,43.6167
lodeve,Lodève,34700,34142,7300,23.17,3.31667,43.7167
laroque-34,Laroque,34190,34128,1400,6.63,3.73333,43.9167
saint-jean-de-bueges,Saint-Jean-de-Buèges,34380,34264,200,16.9,3.61667,43.8333
saint-etienne-d-albagnan,Saint-Étienne-d'Albagnan,34390,34250,300,22.7,2.85,43.5333
nissan-lez-enserune,Nissan-lez-Enserune,34440,34183,3400,29.74,3.13333,43.2833
verargues,Vérargues,34400,34330,700,5.51,4.1,43.7167
villemagne-l-argentiere,Villemagne-l'Argentière,34600,34335,400,8.06,3.11945,43.6178
pinet,Pinet,34850,34203,1300,8.83,3.51667,43.4
saint-clement-de-riviere,Saint-Clément-de-Rivière,34980,34247,5100,12.73,3.84639,43.6837
rosis,Rosis,34610,34235,300,52.91,3.0,43.6167
aires,Aires,34600,34008,600,20.54,3.11667,43.5833
margon-34,Margon,34320,34149,400,4.47,3.31667,43.4833
jacou,Jacou,34830,34120,4900,3.43,3.9,43.6667
clapiers,Clapiers,34830,34077,5100,7.69,3.88333,43.65
pierrerue-34,Pierrerue,34360,34201,300,11.7,2.96667,43.4333
saint-etienne-estrechoux,Saint-Étienne-Estréchoux,34260,34252,200,3.58,3.08333,43.6667
paulhan,Paulhan,34230,34194,3400,11.26,3.45,43.5333
vendres,Vendres,34350,34329,2100,37.8,3.21667,43.2667
graissessac,Graissessac,34260,34117,700,10.03,3.08333,43.6667
nebian,Nébian,34800,34180,1100,9.79,3.43333,43.6
notre-dame-de-londres,Notre-Dame-de-Londres,34380,34185,500,28.15,3.78333,43.8167
pezenas,Pézenas,34120,34199,8400,29.56,3.41667,43.45
siran-34,Siran,34210,34302,600,21.25,2.66667,43.3167
villespassans,Villespassans,34360,34339,100,14.07,2.9,43.3833
saint-bauzille-de-la-sylve,Saint-Bauzille-de-la-Sylve,34230,34241,800,8.63,3.55,43.6167
gignac-34,Gignac,34150,34114,5200,29.85,3.55,43.65
saint-drezery,Saint-Drézéry,34160,34249,2100,10.47,3.98333,43.7333
babeau-bouldoux,Babeau-Bouldoux,34360,34021,300,21.4,2.9,43.4333
saint-jean-de-la-blaquiere,Saint-Jean-de-la-Blaquière,34700,34268,500,17.22,3.41667,43.7
saint-gely-du-fesc,Saint-Gély-du-Fesc,34980,34255,8500,16.51,3.8,43.7
valergues,Valergues,34130,34321,2000,5.2,4.06667,43.6667
puissalicon,Puissalicon,34480,34224,1000,13.05,3.23333,43.45
cazevieille,Cazevieille,34270,34066,200,16.21,3.8,43.7667
montarnaud,Montarnaud,34570,34163,2500,27.53,3.7,43.65
cambon-et-salvergues,Cambon-et-Salvergues,34330,34046,100,50.39,2.86667,43.6167
sauvian,Sauvian,34410,34298,4100,13.07,3.26667,43.3
saint-vincent-d-olargues,Saint-Vincent-d'Olargues,34390,34291,300,15.84,2.87917,43.5606
sussargues,Sussargues,34160,34307,2400,6.48,4.0,43.7
poussan,Poussan,34560,34213,4800,30.08,3.66667,43.4833
lauret-34,Lauret,34270,34131,600,6.67,3.88333,43.8333
assignan,Assignan,34360,34015,200,7.95,2.88333,43.4
saint-nazaire-de-pezan,Saint-Nazaire-de-Pézan,34400,34280,600,5.66,4.13333,43.6333
cebazan,Cébazan,34360,34070,500,13.03,2.98333,43.4
valflaunes,Valflaunès,34270,34322,700,21.04,3.86667,43.8
montels-34,Montels,34310,34167,200,7.3,3.03333,43.3
saint-genies-des-mourgues,Saint-Geniès-des-Mourgues,34160,34256,1600,11.37,4.03333,43.7
villeneuvette,Villeneuvette,34800,34338,100,3.14,3.41667,43.6167
laverune,Lavérune,34880,34134,2700,7.18,3.83333,43.5833
brissac,Brissac,34190,34042,600,44.13,3.7,43.8667
carlencas-et-levas,Carlencas-et-Levas,34600,34053,100,10.78,3.23333,43.6333
guzargues,Guzargues,34820,34118,400,11.73,3.91667,43.7167
coulobres,Coulobres,34290,34085,300,2.99,3.28333,43.45
fozieres,Fozières,34700,34106,200,5.43,3.35,43.75
maureilhan,Maureilhan,34370,34155,1800,10.55,3.12,43.3573
cournonsec,Cournonsec,34660,34087,2100,12.06,3.71667,43.55
pignan,Pignan,34570,34202,6100,20.32,3.76667,43.5833
aigne-34,Aigne,34210,34006,300,10.94,2.81667,43.3333
boujan-sur-libron,Boujan-sur-Libron,34760,34037,3000,7.02,3.25,43.3667
cazouls-les-beziers,Cazouls-lès-Béziers,34370,34069,4200,38.46,3.1,43.3833
portiragnes,Portiragnes,34420,34209,3100,20.16,3.33333,43.3
saint-bauzille-de-putois,Saint-Bauzille-de-Putois,34190,34243,1400,18.16,3.73333,43.9
arboras,Arboras,34150,34011,100,6.73,3.48333,43.7167
rouet,Rouet,34380,34236,100,24.77,3.81306,43.812
jonquieres-34,Jonquières,34725,34122,400,2.05,3.46667,43.6833
saint-privat-34,Saint-Privat,34700,34286,400,26.9,3.41667,43.75
argelliers,Argelliers,34380,34012,800,50.29,3.68333,43.7
saint-genies-de-varensal,Saint-Geniès-de-Varensal,34610,34257,200,12.55,3.0,43.6667
mas-de-londres,Mas-de-Londres,34380,34152,400,19.06,3.75,43.7833
castries,Castries,34160,34058,5500,24.05,3.98333,43.6667
montbazin,Montbazin,34560,34165,2800,21.13,3.68333,43.5167
soumont,Soumont,34700,34306,100,11.04,3.36667,43.7333
frontignan,Frontignan,34110,34108,23200,31.72,3.75,43.45
marseillan-34,Marseillan,34340,34150,7700,51.71,3.53333,43.35
saint-maurice-navacelles,Saint-Maurice-Navacelles,34520,34277,200,68.6,3.5,43.8333
cres,Le Crès,34920,34090,7300,5.84,3.93333,43.65
montpellier,Montpellier,34000-34070-34080-34090,34172,253000,56.88,3.88333,43.6
aumelas,Aumelas,34230,34016,500,58.26,3.59861,43.6028
plaissan,Plaissan,34230,34204,900,5.79,3.53333,43.55
usclas-d-herault,Usclas-d'Hérault,34230,34315,300,2.82,3.46417,43.5187
saint-bres-34,Saint-Brès,34670,34244,2600,4.86,4.025,43.6667
villeneuve-les-beziers,Villeneuve-lès-Béziers,34420,34336,3800,17.31,3.26667,43.3167
matelles,Matelles,34270,34153,1500,16.81,3.81667,43.7333
garrigues-34,Garrigues,34160,34112,200,4.92,4.01667,43.8
