slug,nom_reel,code_postal,code_insee,pop2012,surface,long_deg,lat_deg
villeneuve-les-maguelone,Villeneuve-lès-Maguelone,34750,34337,8800,22.7,3.86084,43.5323
saint-jean-de-minervois,Saint-Jean-de-Minervois,34360,34269,100,32.7,2.83333,43.3833
saint-gervais-sur-mare,Saint-Gervais-sur-Mare,34610,34260,800,24.29,3.03333,43.65
serignan,Sérignan,34410,34299,6600,27.45,3.28333,43.2833
verreries-de-moussans,Verreries-de-Moussans,34220,34331,100,18.69,2.7,43.45
vendargues,Vendargues,34740,34327,5500,8.98,3.96667,43.65
vailhauques,Vailhauquès,34570,34320,2200,16.12,3.71667,43.6667
saint-pierre-de-la-fage,Saint-Pierre-de-la-Fage,34520,34283,100,18.6,3.41667,43.7833
lagamas,Lagamas,34150,34125,100,4.52,3.51667,43.6667
aniane,Aniane,34150,34010,2700,30.34,3.58333,43.6833
maraussan,Maraussan,34370,34148,3400,12.37,3.15,43.3667
tour-sur-orb,La Tour-sur-Orb,34260,34312,1200,30.65,3.15,43.65
claret-34,Claret,34270,34078,1400,28.27,3.9,43.8667
fraisse-sur-agout,Fraisse-sur-Agout,34330,34107,400,58.46,2.81667,43.6
octon,Octon,34800,34186,400,21.81,3.3,43.65
loupian,Loupian,34140,34143,2100,16.0,3.61667,43.45
cournonterral,Cournonterral,34660,34088,5700,28.62,3.71667,43.55
lunel,Lunel,34400,34145,24400,23.9,4.13333,43.6833
dio-et-valquieres,Dio-et-Valquières,34650,34093,200,18.77,3.2,43.6667
saint-just-34,Saint-Just,34400,34272,2700,6.08,4.11667,43.65
grabels,Grabels,34790,34116,6100,16.24,3.78333,43.65
fouzilhon,Fouzilhon,34480,34105,200,5.39,3.25,43.5
caux,Caux,34720,34063,2500,24.84,3.36667,43.5
berlou,Berlou,34360,34030,200,11.34,2.95,43.4833
aspiran,Aspiran,34800,34013,1300,16.13,3.43333,43.5667
courniou,Courniou,34220,34086,600,30.06,2.73333,43.4667
saint-pons-de-mauchiens,Saint-Pons-de-Mauchiens,34230,34285,600,13.58,3.51667,43.5167
montaud-34,Montaud,34160,34164,900,12.92,3.95,43.75
grande-motte,La Grande-Motte,34280,34344,8400,10.58,4.08333,43.5667
puech,Le Puech,34700,34220,200,15.86,3.31667,43.7
colombiers-34,Colombiers,34440,34081,2400,10.14,3.13333,43.3167
pouzols,Pouzols,34230,34215,800,2.96,3.5,43.6167
cazedarnes,Cazedarnes,34460,34065,500,11.64,3.03333,43.4167
sainte-croix-de-quintillargues,Sainte-Croix-de-Quintillargues,34270,34248,600,6.62,3.90917,43.7725
pradal,Le Pradal,34600,34216,300,3.8,3.11667,43.6333
assas,Assas,34820,34014,1500,19.11,3.88333,43.7
castelnau-de-guers,Castelnau-de-Guers,34120,34056,1100,22.51,3.43333,43.4333
agel,Agel,34210,34004,200,12.54,2.85,43.3333
pouzolles,Pouzolles,34480,34214,1000,10.01,3.26667,43.4833
moules-et-baucels,Moulès-et-Baucels,34190,34174,800,22.78,3.71667,43.95
colombieres-sur-orb,Colombières-sur-Orb,34390,34080,500,8.11,3.01028,43.5803
taussac-la-billiere,Taussac-la-Billière,34600,34308,400,14.62,3.1,43.6167
gornies,Gorniès,34190,34115,100,29.31,3.63333,43.9
saint-mathieu-de-treviers,Saint-Mathieu-de-Tréviers,34270,34276,4700,21.92,3.85,43.7667
cers,Cers,34420,34073,2200,7.85,3.3,43.3167
montpeyroux-34,Montpeyroux,34150,34173,1200,22.42,3.5,43.6833
saint-genies-de-fontedit,Saint-Geniès-de-Fontedit,34480,34258,1300,9.24,3.17889,43.4684
popian,Popian,34230,34208,300,5.86,3.53333,43.6167
murles,Murles,34980,34177,300,24.06,3.76667,43.6833
lacoste-34,Lacoste,34800,34124,300,7.46,3.43333,43.65
vias,Vias,34450,34332,5400,32.49,3.41667,43.3
lamalou-les-bains,Lamalou-les-Bains,34240,34126,2300,6.18,3.06667,43.6
juvignac,Juvignac,34990,34123,6500,10.83,3.8,43.6167
cazilhac-34,Cazilhac,34190,34067,1300,11.69,3.7,43.925
vailhan,Vailhan,34320,34319,200,11.23,3.3,43.55
caylar,Le Caylar,34520,34064,400,22.08,3.3,43.85
prades-sur-vernazobre,Prades-sur-Vernazobre,34360,34218,300,19.98,2.98333,43.45
montagnac-34,Montagnac,34530,34162,3600,39.81,3.48333,43.4833
fontanes-34,Fontanès,34270,34102,200,8.18,3.91445,43.7945
buzignargues,Buzignargues,34160,34043,300,4.61,4.0,43.7667
lespignan,Lespignan,34710,34135,3100,22.92,3.16667,43.2667
nezignan-l-eveque,Nézignan-l'Évêque,34120,34182,1300,4.33,3.41667,43.4167
bosc-34,Le Bosc,34700,34036,1100,28.13,3.38333,43.7167
rives-34,Rives,34520,34230,100,23.79,3.26667,43.8333
saint-saturnin-de-lucian,Saint-Saturnin-de-Lucian,34725,34287,300,9.83,3.47084,43.6942
bousquet-d-orb,Le Bousquet-d'Orb,34260,34038,1600,11.83,3.16667,43.7
olonzac,Olonzac,34210,34189,1700,18.95,2.73333,43.2667
boissiere-34,La Boissière,34150,34035,900,24.45,3.65,43.6667
creissan,Creissan,34370,34089,1200,8.89,3.01667,43.3667
mudaison,Mudaison,34130,34176,2500,8.1,4.03945,43.6464
roquebrun,Roquebrun,34460,34232,500,39.64,3.01667,43.5
mireval,Mireval,34110,34159,3300,11.05,3.8,43.5
aumes,Aumes,34530,34017,400,7.39,3.46667,43.4667
campagnan,Campagnan,34230,34047,500,3.75,3.48333,43.5333
cesseras,Cesseras,34210,34075,400,15.07,2.71667,43.3333
cabrerolles,Cabrerolles,34480,34044,300,28.68,3.13333,43.5333
candillargues,Candillargues,34130,34050,1300,8.23,4.06667,43.6167
saint-andre-de-sangonis,Saint-André-de-Sangonis,34725,34239,5000,19.6,3.5,43.65
pouget,Le Pouget,34230,34210,1800,13.91,3.51667,43.5833
clermont-l-herault,Clermont-l'Hérault,34800,34079,7400,32.49,3.43333,43.6167
velieux,Vélieux,34220,34326,100,10.15,2.75,43.3833
lieuran-cabrieres,Lieuran-Cabrières,34800,34138,300,6.13,3.43333,43.5833
rieussec,Rieussec,34220,34228,100,22.2,2.75,43.4167
poujol-sur-orb,Le Poujol-sur-Orb,34600,34211,1000,4.58,3.05,43.5833
causse-de-la-selle,Causse-de-la-Selle,34380,34060,300,45.19,3.65,43.8
boisset-34,Boisset,34220,34034,0,17.47,2.70417,43.4017
romiguieres,Romiguières,34650,34231,0,3.45,3.23333,43.8167
sorbs,Sorbs,34520,34303,0,20.2,3.4,43.8833
saint-martin-de-l-arcon,Saint-Martin-de-l'Arçon,34390,34273,100,4.22,2.98333,43.5833
saint-martin-de-londres,Saint-Martin-de-Londres,34380,34274,2200,38.2,3.73333,43.7833
bouzigues,Bouzigues,34140,34039,1500,3.05,3.65,43.45
prades-le-lez,Prades-le-Lez,34730,34217,4500,8.88,3.86667,43.7
teyran,Teyran,34820,34309,4300,10.04,3.91667,43.6833
saint-jean-de-cornies,Saint-Jean-de-Cornies,34160,34265,700,3.11,4.0,43.7333
saint-jean-de-cuculles,Saint-Jean-de-Cuculles,34270,34266,400,9.09,3.83333,43.75
cros-34,Le Cros,34520,34091,0,22.45,3.36667,43.8667
nizas-34,Nizas,34320,34184,600,8.53,3.41667,43.5167
montesquieu-34,Montesquieu,34320,34168,100,14.47,3.26667,43.5667
gigean,Gigean,34770,34113,5400,16.56,3.7,43.5
abeilhan,Abeilhan,34290,34001,1300,7.81,3.3,43.45
caunette,La Caunette,34210,34059,300,21.78,2.78333,43.35
valras-plage,Valras-Plage,34350,34324,4500,2.35,3.28333,43.25
palavas-les-flots,Palavas-les-Flots,34250,34192,6000,2.38,3.93333,43.5333
lauroux,Lauroux,34700,34132,200,26.42,3.28333,43.7833
saturargues,Saturargues,34400,34294,900,5.99,4.11667,43.7167
bain-de-bretagne,Bain-de-Bretagne,35470,35012,7200,64.77,-1.68333,47.8333
domalain,Domalain,35680,35097,1900,33.54,-1.25,48.0
sixt-sur-aff,Sixt-sur-Aff,35550,35328,2100,42.5,-2.08333,47.7833
plelan-le-grand,Plélan-le-Grand,35380,35223,3500,49.74,-2.1,48.0
fleurigne,Fleurigné,35133,35112,1000,18.17,-1.11667,48.3333
montours,Montours,35460,35191,1000,15.27,-1.3,48.45
guipel,Guipel,35440,35128,1600,25.11,-1.71667,48.3
saint-just-35,Saint-Just,35550,35285,1000,28.05,-1.96667,47.7667
beauce,Beaucé,35133,35021,1200,8.17,-1.16667,48.3333
rimou,Rimou,35560,35242,400,13.28,0.487501,48.3995
petit-fougeray,Le Petit-Fougeray,35320,35218,800,8.95,-1.6,47.9333
langon-35,Langon,35660,35145,1400,36.54,-1.85,47.7167
landavran,Landavran,35450,35141,600,5.01,-1.28333,48.15
moutiers-35,Moutiers,35130,35200,800,17.64,-1.21667,47.9667
chapelle-erbree,La Chapelle-Erbrée,35500,35061,600,11.98,-1.1,48.1333
roz-sur-couesnon,Roz-sur-Couesnon,35610,35247,1000,25.86,-1.6,48.5833
rennes,Rennes,35000-35200-35700,35238,206700,50.39,-1.68333,48.0833
saint-gilles-35,Saint-Gilles,35590,35275,3600,20.72,-1.83333,48.15
tresboeuf,Tresbœuf,35320,35343,1200,25.33,-1.55,47.8833
andouille-neuville,Andouillé-Neuville,35250,35003,700,12.61,-1.58333,48.3
chelun,Chelun,35640,35077,300,11.25,-1.21667,47.85
brulais,Brulais,35330,35046,500,11.96,-2.03333,47.8833
chapelle-chaussee,La Chapelle-Chaussée,35630,35058,1100,14.76,-1.85,48.2667
landujan,Landujan,35360,35143,900,14.32,-2.0,48.25
redon,Redon,35600,35236,9600,15.09,-2.08333,47.65
baulon,Baulon,35580,35016,1900,25.02,-1.93333,47.9833
plesder,Plesder,35720,35225,700,11.03,-1.91667,48.4167
plechatel,Pléchâtel,35470,35221,2700,36.32,-1.75,47.9
saint-malo,Saint-Malo,35400,35288,48200,36.58,-2.01667,48.65
teillay,Teillay,35620,35332,1000,26.21,-1.53333,47.8
saint-lunaire,Saint-Lunaire,35800,35287,2300,10.27,-2.11667,48.6333
amanlis,Amanlis,35150,35002,1600,25.25,-1.48333,48.0
dinard,Dinard,35800,35093,11000,7.84,-2.06667,48.6333
quedillac,Quédillac,35290,35234,1100,26.54,-2.15,48.25
cancale,Cancale,35260,35049,5300,12.61,-1.85,48.6833
cherrueix,Cherrueix,35120,35078,1200,12.69,-1.7,48.6
tresse,Tressé,35720,35344,300,5.24,-1.88333,48.4833
availles-sur-seiche,Availles-sur-Seiche,35130,35008,700,11.06,-1.2,47.9667
moulins-35,Moulins,35680,35198,600,15.21,-1.36667,48.0
pipriac,Pipriac,35550,35219,3400,48.65,-1.95,47.8167
guipry,Guipry,35480,35129,3500,50.35,-1.83333,47.8167
corps-nuds,Corps-Nuds,35150,35088,2900,22.56,-1.58333,47.9833
comblessac,Comblessac,35330,35084,600,17.23,-2.08333,47.8667
geveze,Gévezé,35850,35120,3800,27.54,-1.78333,48.2167
saint-suliac,Saint-Suliac,35430,35314,900,5.46,-1.96667,48.5667
saint-hilaire-des-landes,Saint-Hilaire-des-Landes,35140,35280,1000,18.27,-1.35,48.35
saint-etienne-en-cogles,Saint-Étienne-en-Coglès,35460,35267,1600,22.65,-1.33333,48.4
rannee,Rannée,35130,35235,1200,51.95,-1.23333,47.9167
laignelet,Laignelet,35133,35138,900,14.83,-1.15,48.3667
saint-ganton,Saint-Ganton,35550,35268,400,14.08,-1.88333,47.75
miniac-morvan,Miniac-Morvan,35540,35179,3500,31.03,-1.9,48.5167
domagne,Domagné,35113,35096,2100,29.0,-1.38333,48.0833
lou-du-lac,Le Lou-du-Lac,35360,35158,100,3.18,-1.98333,48.2
saint-gregoire-35,Saint-Grégoire,35760,35278,8300,17.3,-1.68333,48.15
montauban-de-bretagne,Montauban-de-Bretagne,35360,35184,4500,42.96,-2.05,48.2
chatellier-35,Le Châtellier,35133,35071,400,13.43,0.745834,48.4159
montgermont,Montgermont,35760,35189,3100,4.67,-1.71667,48.15
chauvigne,Chauvigné,35490,35075,800,17.71,-1.46667,48.3833
vern-sur-seiche,Vern-sur-Seiche,35770,35352,8000,19.7,-1.6,48.05
combourg,Combourg,35270,35085,5500,63.55,-1.75,48.4167
visseiche,Visseiche,35130,35359,800,16.03,-1.3,47.95
saint-leger-des-pres,Saint-Léger-des-Prés,35270,35286,200,5.54,-1.65,48.4
bovel,Bovel,35330,35035,500,14.6,-1.98333,47.95
erce-pres-liffre,Ercé-près-Liffré,35340,35107,1800,15.78,-1.5,48.25
coesmes,Coësmes,35134,35082,1400,23.24,-1.43333,47.8833
saint-jouan-des-guerets,Saint-Jouan-des-Guérets,35430,35284,2700,9.24,-1.96667,48.6
parce,Parcé,35210,35214,600,16.88,-1.2,48.2667
lecousse,Lécousse,35133,35150,2900,11.07,-1.21667,48.3667
osse-35,Osse,35410,35209,1200,8.99,-1.45,48.05
hirel,Hirel,35120,35132,1400,9.85,-1.8,48.6
hede-bazouges,Hédé-Bazouges,35630,35130,1800,14.52,-1.8,48.3
liffre,Liffré,35340,35152,6700,66.86,-1.5,48.2167
saint-germain-sur-ille,Saint-Germain-sur-Ille,35250,35274,900,3.9,-1.66667,48.25
chevaigne,Chevaigné,35250,35079,1900,10.33,-1.63333,48.2167
crouais,Le Crouais,35290,35091,500,6.25,-2.13333,48.2
cogles,Coglès,35460,35083,600,17.21,-1.36667,48.4667
montfort-sur-meu,Montfort-sur-Meu,35160,35188,6200,14.02,-1.96667,48.1333
iffs,Iffs,35630,35134,300,4.52,-1.86667,48.2833
muel,Muel,35290,35201,800,28.9,1.84278,48.1273
gael,Gaël,35290,35117,1600,52.1,-2.23333,48.1333
poce-les-bois,Pocé-les-Bois,35500,35229,1000,14.84,-1.25,48.1167
saint-jean-sur-vilaine,Saint-Jean-sur-Vilaine,35220,35283,1100,10.73,-1.36667,48.1167
orgeres-35,Orgères,35230,35208,3700,16.33,-1.66667,48.0
montreuil-sous-perouse,Montreuil-sous-Pérouse,35500,35194,1100,15.49,-1.23333,48.15
sougeal,Sougéal,35610,35329,600,14.15,-1.51667,48.5167
vivier-sur-mer,Le Vivier-sur-Mer,35960,35361,1000,2.24,-1.78333,48.6
ville-es-nonais,La Ville-ès-Nonais,35430,35358,1000,4.34,-1.95,48.55
janze,Janzé,35150,35136,8100,41.26,-1.5,47.9667
miniac-sous-becherel,Miniac-sous-Bécherel,35190,35180,700,13.55,-1.93333,48.2833
saint-coulomb,Saint-Coulomb,35350,35263,2400,18.04,-1.9,48.6833
talensac,Talensac,35160,35331,2300,21.61,-1.93333,48.1
pertre,Le Pertre,35370,35217,1400,43.63,-1.03333,48.0333
saint-sulpice-la-foret,Saint-Sulpice-la-Forêt,35250,35315,1400,6.72,-1.58333,48.2167
quebriac,Québriac,35190,35233,1400,20.72,-1.83333,48.35
loheac,Lohéac,35550,35155,700,5.11,-1.88333,47.8667
marcille-raoul,Marcillé-Raoul,35560,35164,800,22.41,-1.6,48.3833
erce-en-lamee,Ercé-en-Lamée,35620,35106,1400,39.21,-1.56667,47.8333
romagne-35,Romagne,35133,35243,2000,26.93,-1.28333,48.35
bruz,Bruz,35170,35047,15600,29.95,-1.75,48.0333
thorigne-fouillard,Thorigné-Fouillard,35235,35334,7000,13.58,0.420279,48.1598
laille,Laillé,35890,35139,4400,32.04,-1.71667,47.9833
parthenay-de-bretagne,Parthenay-de-Bretagne,35850,35216,1300,4.8,-1.83333,48.2
dourdain,Dourdain,35450,35101,1000,13.8,-1.36667,48.1833
saint-ouen-la-rouerie,Saint-Ouen-la-Rouërie,35460,35303,800,21.12,0.559168,48.4628
saulnieres-35,Saulnières,35320,35321,700,10.34,-1.58333,47.9167
renac,Renac,35660,35237,900,25.89,-1.98333,47.7167
saint-symphorien-35,Saint-Symphorien,35630,35317,500,7.91,-1.83333,48.2833
retiers,Retiers,35240,35239,3600,41.38,-1.38333,47.9167
fontenelle-35,La Fontenelle,35560,35113,500,12.36,-1.5,48.4667
mece,Mecé,35450,35170,600,15.63,-1.3,48.2333
lourmais,Lourmais,35270,35159,300,7.22,-1.73333,48.45
combourtille,Combourtillé,35210,35086,500,9.25,-1.25,48.2667
javene,Javené,35133,35137,1900,18.45,-1.21667,48.3167
dompierre-du-chemin,Dompierre-du-Chemin,35210,35100,600,9.68,-1.15,48.2667
betton,Betton,35830,35024,10200,26.73,-1.65,48.1833
saint-germain-en-cogles,Saint-Germain-en-Coglès,35133,35273,2000,32.09,-1.25,48.4
esse-35,Esse,35150,35108,1100,23.19,-1.41667,47.9667
dinge,Dingé,35440,35094,1500,52.89,-1.71667,48.35
bourg-des-comptes,Bourg-des-Comptes,35890,35033,2500,23.41,-1.75,47.9333
boisgervilly,Boisgervilly,35360,35027,1400,19.95,-2.06667,48.1667
chapelle-bouexic,La Chapelle-Bouëxic,35330,35057,1200,20.66,-1.93333,47.9333
sains,Sains,35610,35248,500,10.25,-1.58333,48.55
tremblay-35,Tremblay,35460,35341,1500,36.22,-1.46667,48.4167
cardroc,Cardroc,35190,35050,500,7.39,-1.88333,48.2833
gouesniere,La Gouesnière,35350,35122,1600,8.74,-1.9,48.6167
iffendic,Iffendic,35750,35133,4100,73.66,-2.03333,48.1333
tremeheuc,Trémeheuc,35270,35342,400,6.05,-1.7,48.4333
saint-maugan,Saint-Maugan,35750,35295,500,8.43,-2.08333,48.1333
fougeres,Fougères,35300,35115,20100,10.46,-1.2,48.35
goven,Goven,35580,35123,3900,39.73,-1.85,48.0
vieux-vy-sur-couesnon,Vieux-Vy-sur-Couesnon,35490,35355,1100,21.56,-1.48333,48.35
saint-sulpice-des-landes-35,Saint-Sulpice-des-Landes,35390,35316,800,11.19,0.376945,47.7667
mezieres-sur-couesnon,Mézières-sur-Couesnon,35140,35178,1200,24.74,-1.45,48.3
cintre,Cintré,35310,35080,2100,8.32,-1.86667,48.1
montautour,Montautour,35210,35185,300,6.9,-1.15,48.2
vergeal,Vergéal,35680,35350,700,11.21,-1.26667,48.0333
champeaux-35,Champeaux,35500,35052,500,9.83,-1.31667,48.15
cornille-35,Cornille,35500,35087,800,12.47,-1.3,48.0833
etrelles,Étrelles,35370,35109,2500,27.17,-1.18333,48.0667
chavagne,Chavagne,35310,35076,3700,12.44,-1.78333,48.05
louvigne-de-bais,Louvigné-de-Bais,35680,35161,1700,15.37,-1.33333,48.05
taillis,Taillis,35500,35330,1000,12.27,-1.23333,48.1833
bruc-sur-aff,Bruc-sur-Aff,35550,35045,800,21.23,-2.01667,47.8167
torce,Torcé,35370,35338,1100,14.03,-1.26667,48.0667
paimpont,Paimpont,35380,35211,1700,110.28,-2.18333,48.0167
thourie,Thourie,35134,35335,700,24.04,-1.48333,47.85
noyal-chatillon-sur-seiche,Noyal-Châtillon-sur-Seiche,35230,35206,5800,26.51,0.342501,48.0434
saint-medard-sur-ille,Saint-Médard-sur-Ille,35250,35296,1300,18.22,-1.66667,48.2667
tronchet-35,Le Tronchet,35540,35362,1000,11.35,-1.83333,48.4833
pleine-fougeres,Pleine-Fougères,35610,35222,1800,31.98,-1.56667,48.5333
mont-dol,Mont-Dol,35120,35186,1200,26.44,-1.76667,48.5667
lalleu,Lalleu,35320,35140,600,15.47,-1.51667,47.85
trimer,Trimer,35190,35346,200,3.56,-1.88333,48.3333
bosse-de-bretagne,La Bosse-de-Bretagne,35320,35030,600,10.21,-1.6,47.8667
ferre,Le Ferré,35420,35111,600,16.92,-1.3,48.5
forges-la-foret,Forges-la-Forêt,35640,35114,300,6.04,-1.26667,47.8667
landean,Landéan,35133,35142,1300,27.31,-1.15,48.4167
poilley-35,Poilley,35420,35230,400,10.78,-1.26667,48.4667
saint-gonlay,Saint-Gonlay,35750,35277,300,9.26,-2.06667,48.1167
bleruais,Bléruais,35750,35026,100,3.33,-2.13333,48.1167
montreuil-sur-ille,Montreuil-sur-Ille,35440,35195,2000,15.15,-1.66667,48.3
epiniac,Epiniac,35120,35104,1300,23.77,-1.7,48.5
erbree,Erbrée,35500,35105,1700,35.52,-1.11667,48.1
boussac-35,La Boussac,35120,35034,1100,21.93,-1.66667,48.5167
livre-sur-changeon,Livré-sur-Changeon,35450,35154,1600,26.37,-1.35,48.2167
saint-aubin-du-pavail,Saint-Aubin-du-Pavail,35410,35254,800,5.83,-1.46667,48.05
saint-georges-de-chesne,Saint-Georges-de-Chesné,35140,35269,500,11.62,-1.28333,48.2667
saint-broladre,Saint-Broladre,35120,35259,1100,23.81,-1.65,48.5833
saint-ouen-des-alleux,Saint-Ouen-des-Alleux,35140,35304,1300,15.2,-1.41667,48.3333
breal-sous-montfort,Bréal-sous-Montfort,35310,35037,4800,33.82,-1.86667,48.05
pire-sur-seiche,Piré-sur-Seiche,35150,35220,2200,36.34,-1.43333,48.0
mernel,Mernel,35330,35175,1000,17.37,-1.96667,47.9
saint-erblon-35,Saint-Erblon,35230,35266,2500,10.93,-1.65,48.0167
dominelais,La Dominelais,35390,35098,1200,32.45,-1.68333,47.7667
breal-sous-vitre,Bréal-sous-Vitré,35370,35038,600,5.75,-1.06667,48.1
saint-gondran,Saint-Gondran,35630,35276,500,4.4,-1.83333,48.2667
val-d-ize,Val-d'Izé,35450,35347,2400,43.79,-1.3,48.1833
domloup,Domloup,35410,35099,3000,18.91,0.476945,48.062
bedee,Bédée,35137,35023,3900,38.95,-1.95,48.1833
saint-pere-35,Saint-Père,35430,35306,2200,19.74,-1.91667,48.5833
chapelle-aux-filtzmeens,La Chapelle-aux-Filtzméens,35190,35056,700,6.36,0.174445,48.3837
bille,Billé,35133,35025,1000,16.96,-1.25,48.2833
bazouges-la-perouse,Bazouges-la-Pérouse,35560,35019,1900,58.18,-1.58333,48.4167
pance,Pancé,35320,35212,1100,19.33,-1.66667,47.8833
gennes-sur-seiche,Gennes-sur-Seiche,35370,35119,800,18.5,-1.11667,47.9833
meziere,La Mézière,35520,35177,4200,16.23,-1.75,48.2167
saint-meloir-des-ondes,Saint-Méloir-des-Ondes,35350,35299,3600,29.49,-1.9,48.65
vitre-35,Vitré,35500,35360,16700,37.03,-1.2,48.1333
chanteloup-35,Chanteloup,35150,35054,1500,17.53,-1.61667,47.9667
chapelle-du-lou,La Chapelle-du-Lou,35360,35060,600,7.28,-2.0,48.2167
vendel,Vendel,35140,35348,400,6.37,-1.31667,48.3
romille,Romillé,35850,35245,3500,28.67,-1.9,48.2167
clayes,Clayes,35590,35081,700,4.28,-1.85,48.1833
saint-brice-en-cogles,Saint-Brice-en-Coglès,35460,35257,2700,16.46,-1.36667,48.4
pleurtuit,Pleurtuit,35730,35228,5600,29.67,-2.06667,48.5833
pace-35,Pacé,35740,35210,9100,34.94,-1.76667,48.15
nouaye,La Nouaye,35137,35203,300,2.77,-1.98333,48.15
minihic-sur-rance,Le Minihic-sur-Rance,35870,35181,1400,3.91,-2.01667,48.5833
bonnemain,Bonnemain,35270,35029,1300,23.77,-1.76667,48.4667
saint-onen-la-chapelle,Saint-Onen-la-Chapelle,35290,35302,1000,24.66,-2.16667,48.1667
trans-la-foret,Trans-la-Forêt,35610,35339,600,14.83,-1.6,48.5
rheu,Le Rheu,35650,35240,7700,18.89,-1.8,48.1
servon-sur-vilaine,Servon-sur-Vilaine,35530,35327,3500,15.26,-1.45,48.1167
saint-georges-de-reintembault,Saint-Georges-de-Reintembault,35420,35271,1600,31.02,0.756668,48.5084
lillemer,Lillemer,35111,35153,300,3.74,-1.86667,48.5667
monterfil,Monterfil,35160,35187,1200,16.94,-1.98333,48.0667
drouges,Drouges,35130,35102,500,11.63,-1.26667,47.9
maxent,Maxent,35380,35169,1300,39.72,-2.03333,47.9833
saint-peran,Saint-Péran,35380,35305,300,9.37,-2.05,48.05
saint-germain-du-pinel,Saint-Germain-du-Pinel,35370,35272,800,11.3,-1.16667,48.0167
antrain,Antrain,35560,35004,1400,9.31,-1.48333,48.45
pont-pean,Pont-Péan,35131,35363,3700,8.76,0.295279,48.0128
noe-blanche,La Noë-Blanche,35470,35202,1000,23.18,-1.73333,47.8
boistrudan,Boistrudan,35150,35028,700,12.8,-1.4,47.9667
saint-malo-de-phily,Saint-Malo-de-Phily,35480,35289,800,18.77,-1.78333,47.8667
saint-pierre-de-plesguen,Saint-Pierre-de-Plesguen,35720,35308,2500,29.49,-1.91667,48.45
luitre,Luitré,35133,35163,1300,29.15,-1.11667,48.2833
pleumeleuc,Pleumeleuc,35137,35227,2700,19.51,-1.91667,48.1833
baille,Baillé,35460,35011,300,5.23,-1.38333,48.35
saint-aubin-des-landes,Saint-Aubin-des-Landes,35500,35252,900,10.28,-1.3,48.1
saint-thual,Saint-Thual,35190,35318,700,11.4,-1.93333,48.3333
selle-en-cogles,La Selle-en-Coglès,35460,35323,600,8.23,-1.35,48.4333
sainte-anne-sur-vilaine,Sainte-Anne-sur-Vilaine,35390,35249,1000,28.57,-1.81667,47.7333
richardais,La Richardais,35780,35241,2300,3.14,-2.03333,48.6
montreuil-le-gast,Montreuil-le-Gast,35520,35193,1900,9.14,-1.71667,48.25
selle-en-luitre,La Selle-en-Luitré,35133,35324,500,7.32,-1.13333,48.3
marcille-robert,Marcillé-Robert,35240,35165,900,20.3,-1.36667,47.95
roz-landrieux,Roz-Landrieux,35120,35246,1200,18.1,-1.83333,48.5333
vignoc,Vignoc,35630,35356,1800,14.09,-1.78333,48.25
vezin-le-coquet,Vezin-le-Coquet,35132,35353,3800,7.86,-1.75,48.1167
baguer-morvan,Baguer-Morvan,35120,35009,1500,23.11,-1.78333,48.5333
arbrissel,Arbrissel,35130,35005,300,4.62,-1.3,47.9333
hermitage,L'Hermitage,35590,35131,3700,6.83,-1.81667,48.1333
saint-sauveur-des-landes,Saint-Sauveur-des-Landes,35133,35310,1400,18.84,-1.31667,48.3333
melle-35,Mellé,35420,35174,700,15.5,-1.2,48.5
bazouge-du-desert,La Bazouge-du-Désert,35420,35018,1100,24.6,0.895001,48.4431
verger,Le Verger,35160,35351,1500,6.87,-1.93374,48.0696
couyere,La Couyère,35320,35089,500,11.72,-1.5,47.8833
chasne-sur-illet,Chasné-sur-Illet,35250,35067,1400,9.47,-1.56667,48.25
monthault,Monthault,35420,35190,300,8.2,-1.18333,48.5167
saint-jacques-de-la-lande,Saint-Jacques-de-la-Lande,35136,35281,10200,11.83,-1.71667,48.0667
